ENPs	dT	L	Shape	Surface functionalization	Zeta Potential (mV)	Surface Area	Animal(Rat/Mouse)	Gender	M.A	M.W	Method	E.D	E.T	R.D	Dose
TiO2	200	200	sphere	-	-16.90 	2.6	Mouse	female	7	20	intratracheal instillation	0	1	90	2.5
TiO2	35	150	rod	-	-16.90 	73	Mouse	female	7	20	intratracheal instillation	0	1	90	2.5
TiO2	13	13	sphere	-	-16.90 	150	Mouse	female	7	20	intratracheal instillation	0	1	90	2.5
TiO2	100	100	sphere	-	-16.90 	433	Mouse	female	7	20	intratracheal instillation	0	1	90	2.5
TiO2	200	200	sphere	-	-16.90 	2.6	Mouse	female	7	20	intratracheal instillation	0	1	90	25
TiO2	35	150	rod	-	-16.90 	73	Mouse	female	7	20	intratracheal instillation	0	1	90	25
TiO2	13	13	sphere	-	-16.90 	150	Mouse	female	7	20	intratracheal instillation	0	1	90	25
TiO2	100	100	sphere	-	-16.90 	433	Mouse	female	7	20	intratracheal instillation	0	1	90	25
SiO2	377	377	trigonal 	-	-28.40 	2.7	Mouse	female	7	20	intratracheal instillation	0	1	0.042	2.5
SiO2	30	30	trigonal 	-	-28.40 	38.6	Mouse	female	7	20	intratracheal instillation	0	1	0.042	2.5
SiO2	377	377	trigonal 	-	-28.40 	2.7	Mouse	female	7	20	intratracheal instillation	0	1	0.083	2.5
SiO2	30	30	trigonal 	-	-28.40 	38.6	Mouse	female	7	20	intratracheal instillation	0	1	0.083	2.5
SiO2	377	377	trigonal 	-	-28.40 	2.7	Mouse	female	7	20	intratracheal instillation	0	1	0.167	2.5
SiO2	30	30	trigonal 	-	-28.40 	38.6	Mouse	female	7	20	intratracheal instillation	0	1	0.167	2.5
SiO2	377	377	trigonal 	-	-28.40 	2.7	Mouse	female	7	20	intratracheal instillation	0	1	0.333	2.5
SiO2	30	30	trigonal 	-	-28.40 	38.6	Mouse	female	7	20	intratracheal instillation	0	1	0.333	2.5
SiO2	377	377	trigonal 	-	-28.40 	2.7	Mouse	female	7	20	intratracheal instillation	0	1	0.667	2.5
SiO2	30	30	trigonal 	-	-28.40 	38.6	Mouse	female	7	20	intratracheal instillation	0	1	0.667	2.5
SiO2	377	377	trigonal 	-	-28.40 	2.7	Mouse	female	7	20	intratracheal instillation	0	1	2	2.5
SiO2	30	30	trigonal 	-	-28.40 	38.6	Mouse	female	7	20	intratracheal instillation	0	1	2	2.5
SiO2	377	377	trigonal 	-	-28.40 	2.7	Mouse	female	7	20	intratracheal instillation	0	1	90	2.5
SiO2	30	30	trigonal 	-	-28.40 	38.6	Mouse	female	7	20	intratracheal instillation	0	1	90	2.5
MWCNT	11.5	30000	tube	-	-11.00 	233	Mouse	female	7	17	PA	0	1	0.167	0.588
MWCNT	11.5	30000	tube	-	-11.00 	233	Mouse	female	7	17	PA	0	1	0.667	0.588
MWCNT	11.5	30000	tube	-	-11.00 	233	Mouse	female	7	17	PA	0	1	7	0.588
MWCNT	11.5	30000	tube	-	-11.00 	233	Mouse	female	7	17	PA	0	1	7	2.353
MWCNT	11.5	30000	tube	-	-11.00 	233	Mouse	female	7	17	PA	0	1	14	0.588
MWCNT	11.5	30000	tube	-	-11.00 	233	Mouse	female	7	17	PA	0	1	14	2.353
MWCNT	11.5	30000	tube	-	-11.00 	233	Mouse	female	7	17	PA	0	1	28	0.588
MWCNT	11.5	30000	tube	-	-11.00 	233	Mouse	female	7	17	PA	0	1	28	2.353
MWCNT	50	13000	tube	-	-11.00 	26	Mouse	female	7	17	PA	0	1	0.167	0.588
MWCNT	50	13000	tube	-	-11.00 	26	Mouse	female	7	17	PA	0	1	0.667	0.588
MWCNT	50	13000	tube	-	-11.00 	26	Mouse	female	7	17	PA	0	1	7	0.588
MWCNT	50	13000	tube	-	-11.00 	26	Mouse	female	7	17	PA	0	1	7	2.353
MWCNT	50	13000	tube	-	-11.00 	26	Mouse	female	7	17	PA	0	1	14	0.588
MWCNT	50	13000	tube	-	-11.00 	26	Mouse	female	7	17	PA	0	1	14	2.353
MWCNT	50	13000	tube	-	-11.00 	26	Mouse	female	7	17	PA	0	1	28	0.588
MWCNT	50	13000	tube	-	-11.00 	26	Mouse	female	7	17	PA	0	1	28	2.353
EPOXY-REF	831	831	sphere	-	-16.90 	4.53	Mouse	female	8	18	intratracheal instillation	0	1	1	3
EPOXY-REF	1035	1035	sphere	-	-16.90 	4.53	Mouse	female	8	18	intratracheal instillation	0	1	1	9
EPOXY-REF	831	831	sphere	-	-16.90 	4.53	Mouse	female	8	18	intratracheal instillation	0	1	1	27
EPOXY-CNT 	113	113	sphere	-	-16.90 	2.45	Mouse	female	8	18	intratracheal instillation	0	1	1	3
EPOXY-CNT 	1067	1067	sphere	-	-16.90 	2.45	Mouse	female	8	18	intratracheal instillation	0	1	1	9
EPOXY-CNT 	1197	1197	sphere	-	-16.90 	2.45	Mouse	female	8	18	intratracheal instillation	0	1	1	27
EPOCYL	111	111	sphere	-	-16.90 	2.65	Mouse	female	8	18	intratracheal instillation	0	1	1	3
EPOCYL	834	834	sphere	-	-16.90 	2.65	Mouse	female	8	18	intratracheal instillation	0	1	1	9
EPOCYL	857	857	sphere	-	-16.90 	2.65	Mouse	female	8	18	intratracheal instillation	0	1	1	27
CB	14	14	sphere	-	-3.70 	316.5	Mouse	female	8	18	intratracheal instillation	0	1	1	9
EPOXY-REF	831	831	sphere	-	-16.90 	4.53	Mouse	female	8	18	intratracheal instillation	0	1	3	3
EPOXY-REF	1035	1035	sphere	-	-16.90 	4.53	Mouse	female	8	18	intratracheal instillation	0	1	3	9
EPOXY-REF	831	831	sphere	-	-16.90 	4.53	Mouse	female	8	18	intratracheal instillation	0	1	3	27
EPOXY-CNT 	113	113	sphere	-	-16.90 	2.45	Mouse	female	8	18	intratracheal instillation	0	1	3	3
EPOXY-CNT 	1067	1067	sphere	-	-16.90 	2.45	Mouse	female	8	18	intratracheal instillation	0	1	3	9
EPOXY-CNT 	1197	1197	sphere	-	-16.90 	2.45	Mouse	female	8	18	intratracheal instillation	0	1	3	27
EPOCYL	111	111	sphere	-	-16.90 	2.65	Mouse	female	8	18	intratracheal instillation	0	1	3	3
EPOCYL	834	834	sphere	-	-16.90 	2.65	Mouse	female	8	18	intratracheal instillation	0	1	3	9
EPOCYL	857	857	sphere	-	-16.90 	2.65	Mouse	female	8	18	intratracheal instillation	0	1	3	27
CB	14	14	sphere	-	-3.70 	316.5	Mouse	female	8	18	intratracheal instillation	0	1	3	9
EPOXY-REF	831	831	sphere	-	-16.90 	4.53	Mouse	female	8	18	intratracheal instillation	0	1	28	3
EPOXY-REF	1035	1035	sphere	-	-16.90 	4.53	Mouse	female	8	18	intratracheal instillation	0	1	28	9
EPOXY-REF	831	831	sphere	-	-16.90 	4.53	Mouse	female	8	18	intratracheal instillation	0	1	28	27
EPOXY-CNT 	113	113	sphere	-	-16.90 	2.45	Mouse	female	8	18	intratracheal instillation	0	1	28	3
EPOXY-CNT 	1067	1067	sphere	-	-16.90 	2.45	Mouse	female	8	18	intratracheal instillation	0	1	28	9
EPOXY-CNT 	1197	1197	sphere	-	-16.90 	2.45	Mouse	female	8	18	intratracheal instillation	0	1	28	27
EPOCYL	111	111	sphere	-	-16.90 	2.65	Mouse	female	8	18	intratracheal instillation	0	1	28	3
EPOCYL	834	834	sphere	-	-16.90 	2.65	Mouse	female	8	18	intratracheal instillation	0	1	28	9
EPOCYL	857	857	sphere	-	-16.90 	2.65	Mouse	female	8	18	intratracheal instillation	0	1	28	27
CB	14	14	sphere	-	-3.70 	316.5	Mouse	female	8	18	intratracheal instillation	0	1	28	9
MWCNT	42	3860	tube	-	-9.76 	152	Mouse	male	8	25	PA	0	1	1	0.1
MWCNT	42	3860	tube	-	-9.76 	152	Mouse	male	8	25	PA	0	1	1	0.4
MWCNT	42	3860	tube	-	-9.76 	152	Mouse	male	8	25	PA	0	1	1	1.6
MWCNT	42	3860	tube	-	-9.76 	152	Mouse	male	8	25	PA	0	1	7	0.1
MWCNT	42	3860	tube	-	-9.76 	152	Mouse	male	8	25	PA	0	1	7	0.4
MWCNT	42	3860	tube	-	-9.76 	152	Mouse	male	8	25	PA	0	1	7	1.6
MWCNT	44	3860	tube	COOH	-13.80 	152	Mouse	male	8	25	PA	0	1	1	0.1
MWCNT	44	3860	tube	COOH	-13.80 	152	Mouse	male	8	25	PA	0	1	1	0.4
MWCNT	44	3860	tube	COOH	-13.80 	152	Mouse	male	8	25	PA	0	1	1	1.6
MWCNT	44	3860	tube	COOH	-13.80 	152	Mouse	male	8	25	PA	0	1	7	0.1
MWCNT	44	3860	tube	COOH	-13.80 	152	Mouse	male	8	25	PA	0	1	7	0.4
MWCNT	44	3860	tube	COOH	-13.80 	152	Mouse	male	8	25	PA	0	1	7	1.6
DWCNT	1.5	5000	tube	-	-11.00 	0.066	Mouse	male	8	25	PA	0	1	1	0.1
DWCNT	1.5	5000	tube	-	-11.00 	0.066	Mouse	male	8	25	PA	0	1	1	0.4
DWCNT	1.5	5000	tube	-	-11.00 	0.066	Mouse	male	8	25	PA	0	1	1	1.6
DWCNT	1.5	5000	tube	-	-11.00 	0.066	Mouse	male	8	25	PA	0	1	7	0.1
DWCNT	1.5	5000	tube	-	-11.00 	0.066	Mouse	male	8	25	PA	0	1	7	0.4
DWCNT	1.5	5000	tube	-	-11.00 	0.066	Mouse	male	8	25	PA	0	1	7	1.6
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	1	0.2
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	7	0.2
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	30	0.2
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	90	0.2
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	1	1.5
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	7	1.5
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	30	1.5
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	90	1.5
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	1	0.2
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	7	0.2
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	30	0.2
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	90	0.2
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	1	1.5
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	7	1.5
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	30	1.5
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	90	1.5
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	1	0.4
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	7	0.4
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	30	0.4
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	90	0.4
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	1	3
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	7	3
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	30	3
C60	74.6	74.6	sphere	-	-30.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	90	3
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	1	0.4
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	7	0.4
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	30	0.4
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	90	0.4
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	1	3
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	7	3
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	30	3
C60(OH)24	72	72	sphere	-	0.00 	0.92	Rat	unknow	8	225	intratracheal instillation	0	1	90	3
Ag	20.5	20.5	sphere	PVP	-42.50 	5	Rat	male	10	350	intratracheal instillation	0	1	1	0.1
Ag	20.4	20.4	sphere	citrate	-42.50 	5	Rat	male	10	350	intratracheal instillation	0	1	1	0.1
Ag	111.3	111.3	sphere	PVP	-42.50 	5	Rat	male	10	350	intratracheal instillation	0	1	1	0.1
Ag	111.5	111.5	sphere	citrate	-42.50 	5	Rat	male	10	350	intratracheal instillation	0	1	1	0.1
Ag	20.5	20.5	sphere	PVP	-42.50 	5	Rat	male	10	350	intratracheal instillation	0	1	7	0.1
Ag	20.4	20.4	sphere	citrate	-42.50 	5	Rat	male	10	350	intratracheal instillation	0	1	7	0.1
Ag	111.3	111.3	sphere	PVP	-42.50 	5	Rat	male	10	350	intratracheal instillation	0	1	7	0.1
Ag	111.5	111.5	sphere	citrate	-42.50 	5	Rat	male	10	350	intratracheal instillation	0	1	7	0.1
Ag	20.5	20.5	sphere	PVP	-42.50 	5	Rat	male	10	350	intratracheal instillation	0	1	21	0.1
Ag	20.4	20.4	sphere	citrate	-42.50 	5	Rat	male	10	350	intratracheal instillation	0	1	21	0.1
Ag	20.5	20.5	sphere	PVP	-42.50 	5	Rat	male	10	300	intratracheal instillation	0	1	1	0.1
Ag	20.4	20.4	sphere	citrate	-42.50 	5	Rat	male	10	300	intratracheal instillation	0	1	1	0.1
Ag	20.5	20.5	sphere	PVP	-42.50 	5	Rat	male	10	300	intratracheal instillation	0	1	7	0.1
Ag	20.4	20.4	sphere	citrate	-42.50 	5	Rat	male	10	300	intratracheal instillation	0	1	7	0.1
Ag	20.5	20.5	sphere	PVP	-42.50 	5	Rat	male	10	300	intratracheal instillation	0	1	21	0.1
Ag	20.4	20.4	sphere	citrate	-42.50 	5	Rat	male	10	300	intratracheal instillation	0	1	21	0.1
NiO	20	20	sphere	-	-30.00 	91.8	Rat	male	12	250	intratracheal instillation	0	1	3	2
NiO	20	20	sphere	-	-30.00 	91.8	Rat	male	12	250	intratracheal instillation	2	2	3	1
NiO	20	20	sphere	-	-30.00 	91.8	Rat	male	12	250	intratracheal instillation	4	3	3	0.67
NiO	20	20	sphere	-	-30.00 	91.8	Rat	male	12	250	intratracheal instillation	6	4	3	0.5
NiO	20	20	sphere	-	-30.00 	91.8	Rat	male	12	250	intratracheal instillation	0	1	28	2
NiO	20	20	sphere	-	-30.00 	91.8	Rat	male	12	250	intratracheal instillation	2	2	28	1
NiO	20	20	sphere	-	-30.00 	91.8	Rat	male	12	250	intratracheal instillation	4	3	28	0.67
NiO	20	20	sphere	-	-30.00 	91.8	Rat	male	12	250	intratracheal instillation	6	4	8	0.5
MWCNT	25	7500	tube	-	-12.10 	152	Mouse	male	7	24	OPA	0	1	1	2
MWCNT	25	7500	tube	-	-12.10 	152	Mouse	male	7	24	OPA	0	1	21	2
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	3	0.49
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	3	1.97
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	6	0.49
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	6	1.97
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	10	0.49
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	10	1.97
SWCNT	1	550	tube	-	-27.60 	508	Mouse	female	9	20	PA	0	1	1	0.25
SWCNT	1	550	tube	-	-27.60 	508	Mouse	female	9	20	PA	0	1	1	0.5
SWCNT	1	550	tube	-	-27.60 	508	Mouse	female	9	20	PA	0	1	1	1
SWCNT	1	550	tube	-	-27.60 	508	Mouse	female	9	20	PA	0	1	7	0.5
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	1	0.49
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	1	0.99
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	1	1.97
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	3	0.49
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	3	0.99
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	3	1.97
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	7	0.49
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	7	0.99
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	7	1.97
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	28	0.49
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	28	0.99
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	28	1.97
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	60	0.49
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	60	0.99
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	20.3	PA	0	1	60	1.97
CB	14.3	14.3	sphere	-	-3.70 	254	Mouse	female	7	20.3	PA	0	1	1	1.97
SiO2	2140	2140	sphere	-	-28.40 	495	Mouse	female	7	20.3	PA	0	1	1	1.97
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	7	21.6	PA	0	1	1	1.85
cellulose nanocrystals	54	158	fiber	-	-68.26 	89	Mouse	female	7	20	PA	21	6	90	2
cellulose nanocrystals	54	158	fiber	-	-68.26 	89	Mouse	male	7	20	PA	21	6	90	2
SWCNT	2.5	2000	tube	-	-27.60 	1040	Mouse	female	9	20	PA	0	1	365	2
CNF	120	17500	fiber	-	69.50 	40	Mouse	female	9	20	PA	0	1	365	2
CNF	120	17500	fiber	-	69.50 	40	Mouse	female	9	20	PA	0	1	365	6
Ag	20	20	sphere	citrate	-42.50 	5	Rat	male	12	350	intratracheal instillation	0	1	1	0.5
Ag	20	20	sphere	citrate	-49.30 	5	Rat	male	12	350	intratracheal instillation	0	1	1	1
Ag	20	20	sphere	citrate	-49.30 	5	Rat	male	12	350	intratracheal instillation	0	1	7	0.5
Ag	20	20	sphere	citrate	-49.30 	5	Rat	male	12	350	intratracheal instillation	0	1	7	1
Ag	20	20	sphere	citrate	-49.30 	5	Rat	male	12	350	intratracheal instillation	0	1	21	0.5
Ag	20	20	sphere	citrate	-49.30 	5	Rat	male	12	350	intratracheal instillation	0	1	21	1
Ag	110	110	sphere	citrate	-49.30 	5	Rat	male	12	350	intratracheal instillation	0	1	1	0.5
Ag	110	110	sphere	citrate	-42.25 	5	Rat	male	12	350	intratracheal instillation	0	1	1	1
Ag	110	110	sphere	citrate	-42.25 	5	Rat	male	12	350	intratracheal instillation	0	1	7	0.5
Ag	110	110	sphere	citrate	-42.25 	5	Rat	male	12	350	intratracheal instillation	0	1	7	1
Ag	110	110	sphere	citrate	-42.25 	5	Rat	male	12	350	intratracheal instillation	0	1	21	0.5
Ag	110	110	sphere	citrate	-42.25 	5	Rat	male	12	350	intratracheal instillation	0	1	21	1
Ag	20	20	sphere	PVP	-42.25 	5	Rat	male	12	350	intratracheal instillation	0	1	1	0.5
Ag	20	20	sphere	PVP	-36.55 	5	Rat	male	12	350	intratracheal instillation	0	1	1	1
Ag	20	20	sphere	PVP	-36.55 	5	Rat	male	12	350	intratracheal instillation	0	1	7	0.5
Ag	20	20	sphere	PVP	-36.55 	5	Rat	male	12	350	intratracheal instillation	0	1	7	1
Ag	20	20	sphere	PVP	-36.55 	5	Rat	male	12	350	intratracheal instillation	0	1	21	0.5
Ag	20	20	sphere	PVP	-36.55 	5	Rat	male	12	350	intratracheal instillation	0	1	21	1
Ag	110	110	sphere	PVP	-36.55 	5	Rat	male	12	350	intratracheal instillation	0	1	1	0.5
Ag	110	110	sphere	PVP	-24.90 	5	Rat	male	12	350	intratracheal instillation	0	1	1	1
Ag	110	110	sphere	PVP	-24.90 	5	Rat	male	12	350	intratracheal instillation	0	1	7	0.5
Ag	110	110	sphere	PVP	-24.90 	5	Rat	male	12	350	intratracheal instillation	0	1	7	1
Ag	110	110	sphere	PVP	-24.90 	5	Rat	male	12	350	intratracheal instillation	0	1	21	0.5
Ag	110	110	sphere	PVP	-24.90 	5	Rat	male	12	350	intratracheal instillation	0	1	21	1
TiO2	26	26	sphere	-	-16.90 	53	Rat	male	9	300	intratracheal instillation	0	1	1	0.067
TiO2	26	26	sphere	-	-16.90 	53	Rat	male	9	300	intratracheal instillation	0	1	1	0.233
TiO2	26	26	sphere	-	-16.90 	53	Rat	male	9	300	intratracheal instillation	0	1	1	0.667
TiO2	26	26	sphere	-	-16.90 	53	Rat	male	9	300	intratracheal instillation	0	1	7	0.067
TiO2	26	26	sphere	-	-16.90 	53	Rat	male	9	300	intratracheal instillation	0	1	7	0.233
TiO2	26	26	sphere	-	-16.90 	53	Rat	male	9	300	intratracheal instillation	0	1	7	0.667
TiO2	26	26	sphere	-	-16.90 	173	Rat	male	9	300	intratracheal instillation	0	1	1	0.067
TiO2	26	26	sphere	-	-16.90 	173	Rat	male	9	300	intratracheal instillation	0	1	1	0.233
TiO2	26	26	sphere	-	-16.90 	173	Rat	male	9	300	intratracheal instillation	0	1	1	0.667
TiO2	26	26	sphere	-	-16.90 	173	Rat	male	9	300	intratracheal instillation	0	1	7	0.067
TiO2	26	26	sphere	-	-16.90 	173	Rat	male	9	300	intratracheal instillation	0	1	7	0.233
TiO2	26	26	sphere	-	-16.90 	173	Rat	male	9	300	intratracheal instillation	0	1	7	0.667
TiO2	200	7000	belt	-	-16.90 	18	Rat	male	9	300	intratracheal instillation	0	1	1	0.067
TiO2	200	7000	belt	-	-16.90 	18	Rat	male	9	300	intratracheal instillation	0	1	1	0.233
TiO2	200	7000	belt	-	-16.90 	18	Rat	male	9	300	intratracheal instillation	0	1	1	0.667
TiO2	200	7000	belt	-	-16.90 	18	Rat	male	9	300	intratracheal instillation	0	1	7	0.667
Ag	33.1	2000	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	1	0.1
Ag	33.1	2000	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	1	0.5
Ag	33.1	2000	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	1	1
Ag	33.1	2000	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	7	0.1
Ag	33.1	2000	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	7	0.5
Ag	33.1	2000	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	7	1
Ag	33.1	2000	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	21	0.1
Ag	33.1	2000	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	21	0.5
Ag	33.1	2000	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	21	1
Ag	64.7	20800	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	1	0.1
Ag	64.7	20800	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	1	0.5
Ag	64.7	20800	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	1	1
Ag	64.7	20800	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	7	0.1
Ag	64.7	20800	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	7	0.5
Ag	64.7	20800	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	7	1
Ag	64.7	20800	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	21	0.1
Ag	64.7	20800	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	21	0.5
Ag	64.7	20800	wire	PVP	-42.50 	5	Rat	male	11	350	intratracheal instillation	0	1	21	1
GO	2500	2	sheet	-	486.70 	374.5	Mouse	male	8	39.39	intratracheal instillation	42	7	7	0.46
CB	95	95	sphere	-	305.40 	23.8	Mouse	male	8	39.39	intratracheal instillation	42	7	7	2.54
CB	14	14	sphere	-	147.20 	316.5	Mouse	male	8	39.39	intratracheal instillation	42	7	7	2.54
diesel exhaust particle 	24	24	sphere	-	-16.90 	108	Mouse	male	8	39.39	intratracheal instillation	42	7	7	2.54
TiO2	15	15	sphere	-	-6.70 	57.13	Mouse	male	6	25	OPA	28	5	2	0.8
paint particle(TiO2)	313	313	sphere	-	-4.03 	89	Mouse	male	6	25	OPA	28	5	2	0.8
Ag	55	55	sphere	-	-42.50 	5	Mouse	male	6	25	OPA	28	5	2	0.8
paint particle(Ag)	652	652	sphere	-	-3.99 	89	Mouse	male	6	25	OPA	28	5	2	0.8
SiO2	19	19	sphere	-	-28.40 	26.5	Mouse	male	6	25	OPA	28	5	2	0.8
paint particle(SiO2)	530	530	sphere	-	-1.90 	89	Mouse	male	6	25	OPA	28	5	2	0.8
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	21.19	PA	0	1	30	0.05
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	21.19	PA	0	1	30	0.47
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	21.19	PA	0	1	30	1.89
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	21.19	PA	0	1	30	3.78
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	21.19	PA	0	1	180	0.05
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	21.19	PA	0	1	180	0.47
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	21.19	PA	0	1	180	1.89
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	21.19	PA	0	1	180	3.78
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	21.19	PA	0	1	360	0.05
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	21.19	PA	0	1	360	0.47
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	21.19	PA	0	1	360	1.89
MWCNT	49	3860	tube	-	-11.00 	152	Mouse	male	7	21.19	PA	0	1	360	3.78
SWCNT	0.8	1000	tube	-	-27.60 	1040	Mouse	female	9	20	PA	21	6	1	2
CB	14.3	14.3	sphere	-	-3.70 	253	Mouse	female	9	20	PA	21	6	1	2
